feroxbuster -u http://metapress.htb -w /usr/share/wordlists/dirb/common.txt -t 200 -r

 ___  ___  __   __     __      __         __   ___
|__  |__  |__) |__) | /  `    /  \ \_/ | |  \ |__
|    |___ |  \ |  \ | \__,    \__/ / \ | |__/ |___
by Ben "epi" Risher 🤓                 ver: 2.11.0
───────────────────────────┬──────────────────────
 🎯  Target Url            │ http://metapress.htb
 🚀  Threads               │ 200
 📖  Wordlist              │ /usr/share/wordlists/dirb/common.txt
 👌  Status Codes          │ All Status Codes!
 💥  Timeout (secs)        │ 7
 🦡  User-Agent            │ feroxbuster/2.11.0
 💉  Config File           │ /home/pks/.config/feroxbuster/ferox-config.toml
 🔎  Extract Links         │ true
 🏁  HTTP methods          │ [GET]
 📍  Follow Redirects      │ true
 🔃  Recursion Depth       │ 4
───────────────────────────┴──────────────────────
 🏁  Press [ENTER] to use the Scan Management Menu™
──────────────────────────────────────────────────
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/.mysql_history
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_vti_bin/_vti_adm/admin.dll
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_tempalbums
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_tmp
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_db_backups
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_include
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_database
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_inc
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_derived
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/.htpasswd
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/@
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_img
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/_code
502      GET        7l       11w      157c http://metapress.htb/category/news/adserver
502      GET        7l       11w      157c http://metapress.htb/category/news/adv
502      GET        7l       11w      157c http://metapress.htb/b2b
502      GET        7l       11w      157c http://metapress.htb/wp-includes/24
502      GET        7l       11w      157c http://metapress.htb/category/news/advertisers
502      GET        7l       11w      157c http://metapress.htb/category/news/adv_counter
502      GET        7l       11w      157c http://metapress.htb/category/news/affiliate_terms
502      GET        7l       11w      157c http://metapress.htb/category/news/affiliates
502      GET        7l       11w      157c http://metapress.htb/category/news/advertisement
502      GET        7l       11w      157c http://metapress.htb/category/news/aggregator
502      GET        7l       11w      157c http://metapress.htb/category/news/advert
502      GET        7l       11w      157c http://metapress.htb/category/news/agents
502      GET        7l       11w      157c http://metapress.htb/category/news/africa
502      GET        7l       11w      157c http://metapress.htb/wp-includes/4
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.forward
502      GET        7l       11w      157c http://metapress.htb/hello-world/annuaire
502      GET        7l       11w      157c http://metapress.htb/wp-includes/400
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.htaccess
502      GET        7l       11w      157c http://metapress.htb/hello-world/advertise
502      GET        7l       11w      157c http://metapress.htb/hello-world/announcements
502      GET        7l       11w      157c http://metapress.htb/hello-world/adverts
502      GET        7l       11w      157c http://metapress.htb/wp-includes/3g
502      GET        7l       11w      157c http://metapress.htb/wp-includes/101
502      GET        7l       11w      157c http://metapress.htb/category/news/adobe
502      GET        7l       11w      157c http://metapress.htb/hello-world/affiliate
502      GET        7l       11w      157c http://metapress.htb/wp-includes/23
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2009
502      GET        7l       11w      157c http://metapress.htb/wp-includes/1001
502      GET        7l       11w      157c http://metapress.htb/hello-world/agb
502      GET        7l       11w      157c http://metapress.htb/hello-world/analog
502      GET        7l       11w      157c http://metapress.htb/hello-world/alumni
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2008
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~www
502      GET        7l       11w      157c http://metapress.htb/category/news/advertising
502      GET        7l       11w      157c http://metapress.htb/category/news/adview
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.cache
502      GET        7l       11w      157c http://metapress.htb/category/news/ads
502      GET        7l       11w      157c http://metapress.htb/category/news/adodb
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~root
502      GET        7l       11w      157c http://metapress.htb/category/news/advanced
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2002
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.subversion
502      GET        7l       11w      157c http://metapress.htb/category/news/advertise
502      GET        7l       11w      157c http://metapress.htb/category/news/adsl
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.config
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/2011
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/_dummy
502      GET        7l       11w      157c http://metapress.htb/wp-includes/1992
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_common
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~webmaster
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2003
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/2008
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/22
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/2013
502      GET        7l       11w      157c http://metapress.htb/category/news/affiliatewiz
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2005
502      GET        7l       11w      157c http://metapress.htb/category/news/agb
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~adm
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/21
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_vti_script
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_vti_txt
502      GET        7l       11w      157c http://metapress.htb/category/news/akamai
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_www
502      GET        7l       11w      157c http://metapress.htb/category/news/adverts
502      GET        7l       11w      157c http://metapress.htb/category/news/agency
502      GET        7l       11w      157c http://metapress.htb/category/news/AggreSpy
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/32
502      GET        7l       11w      157c http://metapress.htb/category/news/advancedsearch
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~sysadm
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_vti_cnf
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/2g
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~test
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~nobody
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~logs
502      GET        7l       11w      157c http://metapress.htb/wp-includes/10
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_notes
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_vti_pvt
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/_database
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/_dev
502      GET        7l       11w      157c http://metapress.htb/wp-includes/09
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_ajax
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_config
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_derived
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_includes
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_backup
502      GET        7l       11w      157c http://metapress.htb/awl
502      GET        7l       11w      157c http://metapress.htb/wp-includes/08
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.bash_history
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~operator
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_files
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_assets
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_baks
502      GET        7l       11w      157c http://metapress.htb/wp-includes/1
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~tmp
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.git/HEAD
502      GET        7l       11w      157c http://metapress.htb/wp-includes/102
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/2006
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.rhosts
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_vti_log
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_stats
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/102
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~http
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.history
502      GET        7l       11w      157c http://metapress.htb/wp-includes/1998
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_vti_inf
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_vti_bin/_vti_aut/author.dll
502      GET        7l       11w      157c http://metapress.htb/wp-includes/1991
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_inc
502      GET        7l       11w      157c http://metapress.htb/wp-includes/103
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_vti_bin/_vti_adm/admin.dll
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/4
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_tmp
502      GET        7l       11w      157c http://metapress.htb/wp-includes/3rdparty
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.listings
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/101
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~sys
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.hta
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_mm
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.profile
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2013
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_flash
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~httpd
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/_vti_pvt
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_res
502      GET        7l       11w      157c http://metapress.htb/wp-includes/200
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/1998
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_temp
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_resources
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/1996
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~administrator
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.passwd
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~admin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/_vti_script
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/300
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/1999
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/09
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/20
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_reports
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2000
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.cvsignore
502      GET        7l       11w      157c http://metapress.htb/wp-includes/00
502      GET        7l       11w      157c http://metapress.htb/wp-includes/1997
502      GET        7l       11w      157c http://metapress.htb/wp-includes/1x1
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/~ftp
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2g
502      GET        7l       11w      157c http://metapress.htb/wp-includes/25
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/2004
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~apache
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_templates
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~sysadmin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.ssh
502      GET        7l       11w      157c http://metapress.htb/wp-includes/03
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~guest
502      GET        7l       11w      157c http://metapress.htb/wp-includes/1993
502      GET        7l       11w      157c http://metapress.htb/wp-includes/~ftp
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/~bin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/.perf
502      GET        7l       11w      157c http://metapress.htb/wp-includes/3
502      GET        7l       11w      157c http://metapress.htb/wp-includes/01
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_mem_bin
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/1x1
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/1993
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/_vti_rpc
502      GET        7l       11w      157c http://metapress.htb/wp-includes/30
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_source
502      GET        7l       11w      157c http://metapress.htb/wp-includes/300
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_mygallery
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_net
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_old
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/1994
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_scripts
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_scriptlibrary
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_pages
502      GET        7l       11w      157c http://metapress.htb/awmdata
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_overlay
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/200
502      GET        7l       11w      157c http://metapress.htb/wp-includes/401
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_src
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/2
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_styles
502      GET        7l       11w      157c http://metapress.htb/wp-includes/11
502      GET        7l       11w      157c http://metapress.htb/wp-includes/2001
502      GET        7l       11w      157c http://metapress.htb/wp-includes/_mmserverscripts
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/2000
